Item_Identifier,Outlet_Identifier,results
FDG31,OUT045,793.86444
FDC60,OUT045,1591.314
FDL36,OUT013,1699.7009
FDP21,OUT013,3390.4487
FDW16,OUT045,1035.2427
FDX02,OUT017,2535.7046
FDQ58,OUT027,3727.1675
FDT51,OUT046,1779.3761
FDD59,OUT049,1341.184
NCM42,OUT018,1457.6229
FDA57,OUT018,530.3088
FDZ48,OUT035,1661.5426
FDE46,OUT045,2176.1494
NCZ30,OUT019,457.57352
FDB56,OUT017,2889.9565
FDA25,OUT027,2369.607
FDD20,OUT013,1915.6918
FDL25,OUT013,1107.88
NCO18,OUT049,3004.9773
FDJ45,OUT017,771.4674
FDR12,OUT035,3184.4758
NCF19,OUT010,96.29844
FDK25,OUT046,3588.9495
NCR17,OUT046,1565.5814
FDC52,OUT046,2248.5754
NCA54,OUT017,3208.4797
FDR45,OUT010,611.55896
NCM19,OUT049,2479.6897
FDF39,OUT027,5759.543
FDX23,OUT049,1070.248
FDD58,OUT027,2596.235
FDX28,OUT013,1865.8481
NCD31,OUT013,2796.7388
FDU57,OUT018,2487.9429
FDI27,OUT046,543.77893
NCM42,OUT046,1217.2117
FDD32,OUT027,2011.5201
FDI34,OUT013,3541.6758
NCM29,OUT049,2127.8298
FDG46,OUT018,2024.5028
DRC01,OUT010,87.862465
FDB15,OUT027,3736.7573
NCA17,OUT027,2534.906
FDF10,OUT046,2726.6328
FDR26,OUT027,4732.3203
FDI02,OUT049,1651.3232
NCM54,OUT010,394.84528
FDF14,OUT013,2305.7742
FDJ33,OUT010,182.39897
FDM20,OUT035,4239.0474
FDC03,OUT027,7117.5464
NCX05,OUT046,1930.9779
NCM41,OUT027,2965.5752
NCU29,OUT010,7.488588
FDQ59,OUT017,1338.43
FDH46,OUT010,217.27272
FDH09,OUT013,619.8743
NCD06,OUT045,725.2156
FDC15,OUT035,1597.0072
DRD37,OUT027,963.8638
FDT28,OUT027,4267.638
FDR28,OUT027,4125.3643
FDT38,OUT017,1264.8704
FDV34,OUT027,1515.7039
FDY52,OUT035,794.04895
FDB34,OUT013,1609.4943
DRL23,OUT018,1858.5824
DRB24,OUT046,2084.236
FDJ50,OUT046,911.45184
FDQ49,OUT035,1828.2815
FDP20,OUT035,2019.5219
FDV19,OUT027,4539.203
NCR54,OUT045,2810.9285
FDO09,OUT010,571.5327
FDS57,OUT018,1495.9277
FDN10,OUT049,1867.4484
FDV23,OUT049,2270.7573
FDY28,OUT049,2349.2979
DRG51,OUT013,2204.2097
FDD45,OUT019,259.53604
NCL18,OUT027,4104.1143
NCM29,OUT013,2507.6404
FDF17,OUT027,3852.1655
FDE22,OUT017,2403.8538
FDQ22,OUT017,552.2429
FDS01,OUT013,3815.3818
FDW35,OUT027,662.9613
FDJ33,OUT046,1920.6217
NCF54,OUT035,2771.0645
FDE09,OUT013,1065.5453
NCE06,OUT045,2415.8845
DRH49,OUT049,808.6195
FDY43,OUT045,4002.9185
NCT05,OUT017,3711.8716
FDZ34,OUT045,5752.7334
FDL38,OUT017,1910.8469
FDZ31,OUT017,2713.7104
FDR14,OUT035,607.3329
NCN54,OUT049,1082.5214
NCC42,OUT027,3814.8235
FDK08,OUT017,1832.8291
FDP59,OUT013,1165.2277
FDV22,OUT035,3602.461
FDD33,OUT035,3561.472
DRE60,OUT027,6980.792
FDK52,OUT046,3225.8662
FDA02,OUT017,1782.0306
FDM56,OUT049,1818.7982
FDE57,OUT035,2400.7354
FDM32,OUT045,1405.3063
NCQ30,OUT027,2726.7615
FDQ27,OUT027,1528.6794
FDT60,OUT027,3696.6545
FDU43,OUT049,3606.9194
NCO55,OUT035,1995.5856
FDG02,OUT045,2047.7168
FDJ28,OUT013,2449.7002
FDP40,OUT045,1493.6337
FDJ38,OUT045,2107.6118
NCC54,OUT017,3945.1423
NCZ41,OUT046,1863.49
FDK38,OUT019,250.2231
FDU52,OUT013,1613.4816
FDC40,OUT046,1111.9319
NCR30,OUT017,1527.3069
NCN18,OUT017,2388.3696
FDB50,OUT035,1425.9261
FDG04,OUT013,3548.588
FDR26,OUT035,1913.0133
NCT17,OUT018,2423.8906
FDX35,OUT027,3371.9287
FDS12,OUT046,2792.2751
NCZ29,OUT027,3291.7932
FDB38,OUT010,196.09532
FDP12,OUT013,647.8152
FDP22,OUT046,861.4786
FDS26,OUT018,6117.8525
FDR52,OUT046,2453.0974
DRJ13,OUT046,3202.5881
FDU48,OUT027,3466.0776
FDE29,OUT035,1149.3717
NCT29,OUT049,1992.9238
DRK37,OUT018,3284.5156
FDK55,OUT046,1103.2433
FDR07,OUT046,1440.7205
FDO21,OUT027,4718.4907
FDK46,OUT049,4528.0464
FDB12,OUT045,1842.9022
FDT31,OUT027,3174.427
FDJ33,OUT045,2063.0403
FDC26,OUT027,3695.9739
NCQ02,OUT045,3056.1643
FDP08,OUT010,690.84814
FDB11,OUT027,4732.5713
FDV55,OUT013,2459.2385
FDW20,OUT049,2824.576
NCJ18,OUT019,467.7136
FDC41,OUT018,447.70206
FDE14,OUT027,2277.946
FDG35,OUT013,2666.9617
FDF45,OUT035,1189.4938
FDS19,OUT027,2181.089
FDS58,OUT019,427.13013
FDA26,OUT017,3852.1404
FDM32,OUT049,1127.2302
FDL45,OUT046,2218.884
FDZ55,OUT049,2686.5244
FDY37,OUT049,2959.549
FDO46,OUT046,1731.5497
FDQ60,OUT046,1910.6893
FDA19,OUT018,1758.1991
FDL15,OUT046,2387.0796
FDM10,OUT018,3213.4653
NCL05,OUT017,639.1141
DRK49,OUT010,83.5391
NCE18,OUT027,6190.2637
FDG40,OUT049,603.8066
DRI59,OUT045,4806.5166
FDK28,OUT035,5500.413
NCD06,OUT019,94.21434
FDO11,OUT019,881.1886
FDK27,OUT046,2069.4473
FDT43,OUT027,1838.4083
FDD38,OUT018,482.68027
FDA16,OUT049,3827.1748
FDL14,OUT027,3901.5842
NCM17,OUT049,533.4806
FDD20,OUT045,1993.4921
FDA40,OUT045,1161.3755
FDL43,OUT045,644.05334
FDV15,OUT045,1762.7252
FDE52,OUT046,1164.0579
NCL17,OUT010,502.38156
NCJ31,OUT045,2990.577
FDR60,OUT045,1125.2004
NCA18,OUT035,1529.1124
FDS21,OUT027,1468.663
FDW09,OUT035,1142.2625
FDL26,OUT035,2672.849
FDS47,OUT018,1108.7394
FDC39,OUT046,2031.5887
FDT51,OUT035,1742.5308
FDK40,OUT035,4866.5093
NCG19,OUT045,2810.9727
FDZ07,OUT046,1160.6123
FDF08,OUT027,1749.6387
FDO04,OUT013,963.0566
FDK41,OUT018,1075.4113
FDP15,OUT049,3631.4597
NCD43,OUT018,1502.1998
NCP18,OUT013,1952.5892
FDZ51,OUT046,1757.9058
DRH13,OUT035,1417.4652
FDF38,OUT045,305.85495
NCI43,OUT045,339.96448
FDM38,OUT027,2384.995
FDS03,OUT013,1402.0918
DRJ47,OUT017,2757.9832
FDT50,OUT010,172.1778
FDV02,OUT046,3284.6328
NCG18,OUT017,2324.754
FDW52,OUT046,3048.6985
FDS40,OUT035,592.69977
FDN31,OUT017,3227.6177
FDA37,OUT045,1203.2136
FDA15,OUT046,3477.7441
FDL39,OUT046,2104.398
FDJ53,OUT045,1807.7551
FDX22,OUT013,3209.002
NCZ42,OUT045,4146.9263
FDD56,OUT027,3728.683
FDD40,OUT017,3242.8765
FDS50,OUT013,4648.8154
NCN14,OUT013,2833.8538
FDT15,OUT013,2794.1765
NCS18,OUT027,3269.0115
NCO26,OUT010,202.73541
FDF58,OUT018,562.9568
NCB19,OUT013,1468.5316
FDH26,OUT017,1954.0828
DRB24,OUT027,3311.2275
FDA49,OUT018,1173.2037
FDB32,OUT045,1313.7837
FDI36,OUT017,3177.381
NCA17,OUT010,187.87543
FDH22,OUT013,2648.6445
NCM26,OUT018,3223.0745
FDT15,OUT027,5941.6826
FDB16,OUT018,1093.3329
NCP54,OUT027,3795.4722
FDJ36,OUT013,1755.8668
FDO28,OUT045,1674.0992
FDU09,OUT013,989.7659
FDF29,OUT017,2630.7847
FDY08,OUT013,2248.214
DRJ59,OUT018,246.83562
FDT23,OUT027,2157.051
FDU15,OUT018,387.9431
FDT47,OUT013,1722.3716
FDI53,OUT019,476.90054
FDR59,OUT018,3973.4407
FDD53,OUT035,541.5407
FDY51,OUT017,3744.8237
FDT04,OUT049,605.95984
FDU51,OUT049,2985.4187
FDG14,OUT035,2578.0723
NCU06,OUT045,3667.357
DRG25,OUT046,4381.453
DRH49,OUT035,1208.4414
FDN15,OUT035,1539.4443
FDL43,OUT018,653.0822
NCT18,OUT049,4458.4766
NCB31,OUT013,3703.0073
FDK57,OUT035,1780.8628
FDY04,OUT019,374.13867
NCP54,OUT046,2485.218
FDF41,OUT013,3729.827
FDM01,OUT045,1395.7074
FDW03,OUT045,1529.6489
FDF28,OUT045,1537.6633
FDY37,OUT017,2615.6733
FDQ03,OUT017,2360.6885
FDP51,OUT027,3062.5579
FDJ40,OUT017,1905.7769
FDC32,OUT049,1475.2667
DRI49,OUT027,1475.0948
NCW54,OUT017,726.54126
FDF09,OUT017,336.71585
FDP45,OUT018,3428.891
DRJ23,OUT018,4006.4104
FDS59,OUT017,2782.9707
FDY08,OUT046,2327.7659
FDX16,OUT049,3893.4973
FDY16,OUT018,2016.9988
FDK32,OUT035,3067.0996
FDQ22,OUT013,605.43854
NCC31,OUT018,2617.0427
FDG58,OUT049,2076.282
DRF48,OUT013,2861.2534
DRH36,OUT049,814.04315
NCR30,OUT035,913.0477
FDB03,OUT019,165.22673
FDZ28,OUT027,2875.0203
FDR35,OUT017,3349.3428
DRD15,OUT027,5093.788
FDJ33,OUT019,254.55087
FDA56,OUT010,246.09976
FDP56,OUT046,999.97736
NCT30,OUT046,819.1272
FDK15,OUT017,1215.2957
FDH44,OUT018,1935.1377
FDV01,OUT013,2937.2961
DRG03,OUT017,2359.1228
FDG50,OUT027,2453.992
FDR16,OUT010,741.7071
FDZ60,OUT046,1013.1018
DRG03,OUT045,2225.3335
FDS56,OUT018,4880.914
FDU33,OUT045,1017.12195
DRD27,OUT035,1423.2698
FDW22,OUT046,3758.9075
DRA24,OUT045,2957.2678
FDF38,OUT049,372.70398
FDX48,OUT013,2126.81
FDS58,OUT018,2689.239
FDC32,OUT046,1248.0361
NCQ29,OUT045,3528.4373
DRK39,OUT018,1053.0557
NCS38,OUT017,2046.572
DRO47,OUT013,2308.4812
DRG27,OUT027,1036.0292
FDC57,OUT027,6392.202
FDS55,OUT046,2641.1157
NCJ06,OUT018,2122.8604
FDO01,OUT019,192.78539
NCM55,OUT045,2469.6567
FDC52,OUT049,2828.4526
FDQ15,OUT045,1134.4326
NCT30,OUT027,1220.7566
NCR42,OUT027,734.17615
FDD28,OUT035,458.61896
FDQ34,OUT049,1779.4946
FDZ12,OUT027,3662.6003
DRE13,OUT019,103.90046
NCN07,OUT019,291.01105
FDM28,OUT035,2536.9004
FDI10,OUT017,2918.9434
FDQ25,OUT013,2383.5564
FDA38,OUT010,181.93947
DRI13,OUT049,3127.4805
FDY20,OUT027,2603.9177
NCZ53,OUT035,3585.4827
NCM31,OUT013,3657.9785
DRB01,OUT017,3133.7556
DRF37,OUT046,4991.854
NCF42,OUT049,3205.3076
FDF16,OUT018,2161.737
FDB41,OUT013,692.0918
FDR34,OUT013,4607.9395
FDR15,OUT018,2711.1252
NCV42,OUT019,310.65588
FDW51,OUT035,3491.434
FDU36,OUT017,1553.952
FDX60,OUT049,1177.0701
FDY03,OUT035,963.53796
FDW55,OUT045,4781.349
FDT01,OUT010,399.8838
FDG58,OUT013,2170.7986
FDK21,OUT017,4809.877
NCS41,OUT019,25.279032
FDS10,OUT045,2635.3872
NCT53,OUT046,2365.3027
FDJ28,OUT018,1553.0857
FDX44,OUT045,905.5176
FDT20,OUT018,557.05695
FDO44,OUT017,1688.747
NCX17,OUT049,2856.0894
FDY01,OUT017,2168.8818
FDJ12,OUT027,5594.5776
DRK35,OUT018,356.69406
FDD47,OUT019,428.47842
NCM53,OUT035,1765.622
FDO45,OUT013,1424.2203
NCM42,OUT010,96.74476
FDE04,OUT046,3269.9849
NCI30,OUT027,4173.5913
FDZ19,OUT013,2621.966
FDW57,OUT013,2838.766
FDA25,OUT013,1530.0942
FDT22,OUT046,690.301
FDP51,OUT013,1966.9236
FDD48,OUT027,3510.244
FDY39,OUT035,4914.7427
FDO48,OUT010,1248.7258
FDD23,OUT027,5861.9478
DRN35,OUT027,781.31854
FDT01,OUT035,2692.9478
FDC20,OUT010,149.9076
DRJ35,OUT035,1078.6268
FDB32,OUT046,1849.8806
FDL24,OUT046,3258.5945
NCV42,OUT035,1384.0167
FDZ46,OUT046,2019.3973
FDC15,OUT013,1155.2562
FDD08,OUT019,161.48485
FDY50,OUT049,1011.6845
FDD36,OUT013,1908.8373
FDG57,OUT027,1571.9639
FDL21,OUT018,252.06662
FDN16,OUT027,3448.5227
FDJ09,OUT027,1043.1742
FDS01,OUT010,361.13293
FDV33,OUT017,4294.208
DRE12,OUT017,1156.2385
FDR07,OUT013,1575.3561
FDP48,OUT010,291.54135
NCB55,OUT035,1021.5083
FDQ08,OUT013,959.24756
FDR34,OUT035,6496.4053
FDO33,OUT046,1434.4626
FDP13,OUT045,741.3692
FDX12,OUT049,3625.818
NCT06,OUT049,2317.3672
FDR16,OUT019,1036.4537
FDE36,OUT046,2808.5676
FDZ36,OUT049,3591.564
FDV13,OUT045,981.58386
NCZ17,OUT035,607.1184
FDU56,OUT045,2342.3213
FDM09,OUT035,3106.0498
FDV02,OUT017,2526.379
FDS34,OUT018,1584.3204
FDA11,OUT049,1348.9398
FDP09,OUT017,4209.345
FDB29,OUT027,2315.3362
FDT19,OUT017,2382.2761
DRH15,OUT017,583.0284
FDY38,OUT046,4476.7544
FDF14,OUT027,2859.8792
FDN48,OUT010,236.41505
FDQ12,OUT013,4008.297
NCJ43,OUT045,2682.8127
FDE17,OUT019,304.8162
FDB05,OUT035,4867.3145
FDH10,OUT045,1353.6805
NCR06,OUT017,759.2003
FDU32,OUT018,1980.4935
FDD56,OUT049,2315.1729
FDO36,OUT018,2986.058
FDH16,OUT010,216.87608
FDX10,OUT018,562.14233
FDZ37,OUT017,1364.2201
FDU31,OUT010,944.10675
DRC49,OUT049,2278.711
FDL15,OUT045,2292.6775
FDN32,OUT019,431.45877
DRH59,OUT027,2485.7056
NCU29,OUT049,2601.2957
FDR37,OUT019,703.07965
FDS14,OUT018,3512.7861
FDU02,OUT027,6801.5713
FDJ08,OUT035,3246.353
NCZ06,OUT045,3600.1448
FDO31,OUT049,1110.7096
FDH31,OUT018,977.96344
FDS58,OUT017,2421.3606
NCA53,OUT027,1041.0121
FDF50,OUT046,3077.4043
NCW42,OUT049,3135.7617
NCQ17,OUT045,2431.029
FDK51,OUT018,4222.747
NCW41,OUT010,146.38525
NCR29,OUT017,630.5686
FDB08,OUT019,498.08475
FDA40,OUT027,2479.975
FDL14,OUT018,2928.8118
FDB47,OUT046,3438.458
FDO03,OUT035,4132.983
DRK13,OUT019,151.48982
FDX13,OUT010,553.3999
FDF52,OUT046,3252.285
FDT11,OUT013,3068.2698
FDB08,OUT013,2545.743
FDQ28,OUT018,1675.4603
FDD29,OUT045,4474.03
NCQ29,OUT027,5299.5854
NCO02,OUT013,1284.6096
FDR56,OUT010,304.71863
NCM54,OUT049,2089.0574
FDP51,OUT035,1878.9172
FDT38,OUT013,1272.2773
FDZ20,OUT018,1867.6405
FDJ53,OUT013,1828.2236
FDX13,OUT049,3937.1843
FDP58,OUT035,4206.457
NCK31,OUT019,71.710526
FDA35,OUT018,1410.4938
FDV37,OUT018,3011.8271
NCO07,OUT027,4680.5137
FDA20,OUT045,1874.0979
FDZ59,OUT035,2805.579
NCY17,OUT017,886.1672
FDQ28,OUT035,3383.5847
FDV35,OUT017,2380.799
FDQ36,OUT013,841.0788
FDD34,OUT018,2736.6604
FDK51,OUT045,4410.727
FDV31,OUT035,838.75684
FDR04,OUT035,1887.7668
FDR14,OUT049,648.56537
DRC36,OUT010,574.2842
FDE39,OUT019,235.75401
FDP57,OUT049,1331.4293
FDE57,OUT046,2222.3489
NCN18,OUT046,1870.6724
NCQ05,OUT018,1669.471
FDW47,OUT035,2558.1704
FDV46,OUT035,1130.3104
NCP29,OUT045,1058.8997
FDE09,OUT018,2049.7424
NCU06,OUT027,7471.3896
FDT19,OUT010,744.7641
DRF15,OUT017,1740.2926
DRI51,OUT013,2458.6887
NCX54,OUT013,1637.137
DRE01,OUT013,3818.3086
NCB07,OUT045,3004.173
FDU50,OUT035,1111.5923
FDG40,OUT035,543.763
FDW10,OUT018,3546.232
FDX51,OUT013,2246.026
NCP17,OUT045,1436.8916
FDP21,OUT035,3367.009
FDL04,OUT045,1397.6096
FDV23,OUT013,1889.8773
FDF24,OUT046,1013.15314
FDH56,OUT027,3340.6313
FDB51,OUT049,905.2799
FDI58,OUT027,2077.425
FDR20,OUT013,715.1463
FDC51,OUT018,1792.1732
FDB16,OUT027,1508.4663
FDE40,OUT049,663.8038
NCM17,OUT035,537.8585
FDU56,OUT035,3264.6624
FDS32,OUT019,271.45667
FDX02,OUT049,4065.941
FDT39,OUT027,3347.762
FDE35,OUT017,770.85297
NCI42,OUT019,563.58545
DRL23,OUT046,1658.1539
FDA10,OUT046,1044.8184
FDA11,OUT013,1219.9172
NCM06,OUT046,2867.5444
NCT05,OUT035,3609.0842
NCQ02,OUT010,35.369274
NCY06,OUT049,2142.1255
FDY56,OUT035,6551.0615
FDL02,OUT035,2551.449
NCI06,OUT035,3267.465
FDQ14,OUT045,2448.237
FDQ12,OUT017,5238.3516
FDP36,OUT046,962.7311
FDK21,OUT027,11108.709
FDO40,OUT045,2829.9785
NCK54,OUT019,194.36623
FDY09,OUT018,3058.73
NCW30,OUT049,4759.5913
NCC55,OUT027,748.9834
FDE58,OUT018,1825.5277
FDR39,OUT013,3190.2195
FDU28,OUT049,3851.0745
FDH08,OUT017,2562.6355
FDG35,OUT045,4435.0933
FDG22,OUT049,561.97723
FDC34,OUT035,3574.1165
FDP15,OUT018,3436.517
FDK34,OUT010,469.37366
FDU45,OUT035,1848.2339
FDQ04,OUT027,830.5787
FDX22,OUT018,2410.215
FDB45,OUT017,1770.934
NCH43,OUT027,4582.577
DRE60,OUT046,3888.518
FDD17,OUT027,7097.034
NCM54,OUT017,1833.0626
NCH55,OUT013,1551.3649
NCT06,OUT017,2305.9434
FDA48,OUT027,5290.7017
FDY58,OUT027,7569.4556
FDO25,OUT045,2251.647
FDN50,OUT045,1644.901
FDH35,OUT035,3879.393
FDK09,OUT045,4191.898
FDO16,OUT013,1889.6995
FDW11,OUT045,1036.0596
FDU47,OUT027,4839.849
NCQ42,OUT010,206.53008
FDK55,OUT027,3552.617
FDN08,OUT049,1888.366
FDT57,OUT045,4041.9758
FDJ12,OUT018,3786.5754
DRL59,OUT017,949.6606
NCN53,OUT046,547.3608
FDO51,OUT010,89.21552
FDK56,OUT017,2864.864
FDY12,OUT035,748.7222
FDU15,OUT035,675.6793
FDQ19,OUT046,2610.614
DRF15,OUT045,2154.5874
DRE25,OUT019,109.38943
FDK57,OUT018,2199.612
FDD33,OUT010,521.7935
FDR34,OUT027,5365.097
FDU04,OUT045,1531.5253
FDE35,OUT019,269.35455
NCD31,OUT035,3737.036
FDJ56,OUT035,1580.8589
NCU53,OUT046,2297.0703
FDD39,OUT035,3278.2834
NCU17,OUT019,210.46655
FDJ20,OUT046,2046.5223
NCW41,OUT018,2356.9788
FDL52,OUT035,761.1721
FDS39,OUT035,1869.0391
DRJ47,OUT045,2263.6309
FDP13,OUT010,98.64736
DRK39,OUT010,242.65916
FDF28,OUT010,346.6227
FDB09,OUT045,1439.3284
FDM51,OUT046,1552.871
DRM49,OUT018,146.43193
DRF23,OUT013,2780.9387
DRH01,OUT035,3284.7214
FDH12,OUT027,3158.275
FDA28,OUT019,403.20825
FDW37,OUT018,1113.3406
FDF02,OUT046,2205.8015
DRL37,OUT046,801.0714
NCF43,OUT046,2523.7603
FDH08,OUT010,712.6163
FDR34,OUT019,809.64606
NCK19,OUT049,3723.5415
NCD55,OUT018,219.26419
FDT27,OUT049,2503.3906
FDQ57,OUT045,1723.0085
FDA47,OUT035,2436.687
DRG15,OUT027,1951.6556
FDE05,OUT018,1953.7073
FDN46,OUT046,1704.1608
FDX27,OUT027,2542.3025
FDT51,OUT045,1809.4802
FDU33,OUT013,469.82233
FDJ16,OUT027,1435.1451
FDD20,OUT019,476.0035
FDT36,OUT049,619.82275
DRF15,OUT027,4307.393
FDN52,OUT010,175.11096
FDC22,OUT027,4665.4277
FDX15,OUT045,2966.8655
FDT13,OUT013,3583.6416
FDU04,OUT017,2068.678
FDU31,OUT019,16.663767
FDW59,OUT027,2075.3806
NCO29,OUT046,2043.802
FDL15,OUT035,1978.665
FDI41,OUT049,2636.6838
FDQ48,OUT049,1688.6185
DRI39,OUT013,658.3751
FDI08,OUT013,4770.463
FDC21,OUT049,1665.6388
FDF58,OUT035,833.7911
FDS08,OUT010,304.33148
FDE47,OUT045,1551.8027
NCP18,OUT019,230.668
NCR41,OUT013,1389.0398
FDA27,OUT013,2068.507
FDA43,OUT035,2583.7017
FDA49,OUT045,1340.0831
NCE55,OUT018,1666.8715
DRM49,OUT027,980.7765
FDF22,OUT027,5295.6387
FDQ15,OUT018,1403.9265
NCS54,OUT017,3756.2417
NCY05,OUT013,591.6666
FDR45,OUT046,5129.929
FDK57,OUT049,2014.0604
FDF41,OUT010,490.19083
FDV21,OUT046,2090.204
FDD51,OUT046,556.12463
FDF33,OUT046,2120.9663
FDA38,OUT046,4002.3672
FDR56,OUT045,3253.2275
NCN41,OUT017,2437.2134
FDC60,OUT027,1824.1854
FDB47,OUT045,3003.4807
DRH01,OUT013,2786.2786
FDW08,OUT046,1327.9777
FDF38,OUT027,1140.2953
FDY32,OUT017,1876.2139
FDG34,OUT049,1991.1174
FDG47,OUT019,391.34872
NCF18,OUT035,3635.045
FDL39,OUT019,898.2925
NCH55,OUT035,2192.4514
DRJ35,OUT049,771.6519
FDS44,OUT035,4690.6826
DRE01,OUT018,4286.784
FDY39,OUT013,3639.6191
FDY32,OUT018,2137.456
FDR33,OUT027,3506.4888
NCP50,OUT049,817.0401
FDZ47,OUT018,1590.2733
FDU57,OUT049,2402.0725
FDY44,OUT013,3132.7131
DRH59,OUT018,1308.8602
FDB03,OUT027,8217.25
FDY46,OUT045,2638.391
FDM39,OUT045,3249.6553
FDY36,OUT035,1288.0117
NCM55,OUT035,3795.2217
FDJ50,OUT010,242.81668
DRL60,OUT013,2073.2625
NCJ54,OUT049,3490.845
FDX59,OUT017,459.7258
FDI07,OUT013,2545.7844
DRF51,OUT010,114.23588
FDM14,OUT017,1491.7269
FDP21,OUT045,3266.0088
FDE40,OUT035,1255.9342
FDE05,OUT035,2318.6982
FDM13,OUT027,4144.0845
FDC34,OUT027,4452.332
NCI55,OUT018,1679.1224
NCE43,OUT018,1606.5548
FDW58,OUT018,977.2531
FDG60,OUT045,3092.612
FDV31,OUT017,1984.7892
FDR47,OUT013,2094.091
FDM60,OUT019,14.9494915
NCF06,OUT018,3304.953
NCN26,OUT027,2039.4546
FDQ59,OUT049,1353.131
FDF09,OUT046,419.91486
NCS06,OUT017,3338.1255
FDT44,OUT046,1542.9973
FDI19,OUT017,4083.8757
FDT22,OUT017,805.0859
NCF54,OUT027,4989.822
DRG25,OUT045,4414.4595
FDB59,OUT017,2240.5989
FDQ37,OUT017,4325.225
FDP56,OUT035,979.9194
FDW44,OUT035,1974.1035
FDJ26,OUT010,610.5009
FDU43,OUT018,2833.4302
FDW33,OUT045,1474.3264
NCX53,OUT027,2896.7603
FDN56,OUT010,351.16953
DRF15,OUT049,2091.9917
FDO33,OUT017,2096.0771
FDZ39,OUT010,29.546602
NCJ19,OUT017,1010.778
FDU01,OUT035,3994.6555
FDT12,OUT035,4163.5513
NCM18,OUT018,812.85785
FDP19,OUT017,2968.4558
NCR42,OUT049,425.38715
FDN10,OUT046,1890.7588
FDG44,OUT017,549.1333
FDQ10,OUT046,2632.4019
DRH13,OUT049,982.10834
FDT52,OUT013,4370.0244
FDM56,OUT045,1819.879
NCO43,OUT010,397.81888
NCV29,OUT035,3061.2341
NCF06,OUT013,5320.5464
FDO50,OUT035,1494.1823
FDT59,OUT013,3781.503
FDX40,OUT027,906.50507
FDE50,OUT017,3859.3572
FDX51,OUT017,2703.3298
NCD30,OUT018,1483.564
FDK15,OUT013,1580.3387
FDL12,OUT045,1182.8042
FDK46,OUT017,4713.669
DRH49,OUT010,54.780365
FDQ57,OUT046,2225.0925
FDY59,OUT017,1720.1548
FDO09,OUT018,4189.8647
NCG30,OUT035,1388.3462
FDM09,OUT017,2375.3472
NCN17,OUT027,3259.1494
NCS42,OUT013,1053.981
FDD02,OUT019,306.72787
FDE34,OUT013,4022.9946
FDU38,OUT045,3068.6753
FDB33,OUT046,2839.4927
NCJ29,OUT017,789.9607
FDZ27,OUT035,436.5954
FDI40,OUT013,1577.4
FDG22,OUT013,616.4157
FDT51,OUT017,1654.1915
FDF20,OUT018,3505.5042
FDV50,OUT035,1169.7571
FDT02,OUT049,556.57367
DRC49,OUT017,2606.796
FDF26,OUT049,2367.6843
FDV52,OUT035,982.378
FDX59,OUT049,616.10114
FDV25,OUT035,4712.681
FDW23,OUT027,1120.7628
FDE53,OUT018,1312.1676
FDA19,OUT017,1518.4884
FDH22,OUT046,2001.6549
NCO41,OUT013,1045.4601
FDX12,OUT017,5077.51
FDF17,OUT013,2800.2542
FDS11,OUT045,3843.7341
FDR51,OUT035,2990.0383
FDT49,OUT010,142.7511
FDC56,OUT013,1991.0829
FDR13,OUT027,2403.2131
FDQ60,OUT035,2433.4104
FDN38,OUT049,4130.7407
NCL29,OUT013,2086.1355
FDO13,OUT027,3707.126
FDE26,OUT018,1976.1356
FDA31,OUT010,441.3954
FDX14,OUT035,1438.5597
FDA34,OUT045,4468.5674
FDF26,OUT013,2073.59
FDE38,OUT045,2567.8586
DRI11,OUT046,2343.3628
FDQ60,OUT027,3098.5938
FDL21,OUT027,617.9076
DRC12,OUT027,5565.267
FDC47,OUT046,2603.646
FDE57,OUT045,1958.7903
FDT14,OUT045,2742.0393
NCZ53,OUT046,3893.2
FDE28,OUT018,5014.0615
FDR19,OUT035,3451.6184
NCF54,OUT019,330.60074
FDZ08,OUT046,1453.5312
NCJ05,OUT018,2755.9316
FDF59,OUT046,1374.4122
NCO05,OUT035,2453.5469
FDW24,OUT018,759.8152
NCX42,OUT018,2853.7751
NCA53,OUT035,657.48364
FDI45,OUT019,326.92722
FDG46,OUT046,2331.7083
FDM20,OUT010,511.83798
FDW11,OUT010,98.27724
FDX08,OUT035,2696.2478
NCK17,OUT035,794.07513
FDK32,OUT018,2303.805
NCA42,OUT035,3458.9185
DRI01,OUT035,3392.8494
NCL55,OUT049,4110.3613
DRE25,OUT018,1204.255
FDD14,OUT017,2380.955
FDB10,OUT046,2950.6567
DRN11,OUT035,2636.3816
FDP38,OUT018,665.5693
NCA30,OUT017,3136.883
FDT15,OUT017,3231.1167
NCP55,OUT018,720.84106
FDF12,OUT035,2319.1885
FDM21,OUT018,5409.0635
FDX56,OUT035,4842.5137
FDF10,OUT017,2309.905
FDT32,OUT045,3320.7969
FDM51,OUT018,1074.0948
NCR50,OUT018,2704.1118
FDI19,OUT049,3535.1707
FDX21,OUT017,1689.3949
FDR31,OUT035,2782.7256
FDY02,OUT013,4091.5906
NCA29,OUT045,3690.7812
NCX17,OUT046,2071.4155
FDM12,OUT045,2973.63
FDI53,OUT027,3259.937
NCU30,OUT049,3242.5195
FDC56,OUT027,4099.388
FDK27,OUT018,1368.9414
NCK18,OUT017,2669.0435
FDB52,OUT019,620.6937
DRG25,OUT027,7917.8086
