,Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2
746,DRN47,12.1,0.028164527,Hard Drinks,178.166,OUT010,1998,539.298,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
747,FDA03,18.5,0.04385452222222222,Dairy,144.2102,OUT035,2004,2041.3428,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
748,FDA01,15.0,0.054367971,Canned,58.5904,OUT035,2004,996.0368,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
749,FDB38,19.5,0.0273467,Canned,158.992,OUT046,1997,1757.712,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
750,FDT59,13.65,0.016001434,Breads,230.6668,OUT017,2007,1842.9344,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
751,FDG08,13.15,0.165328057,Fruits and Vegetables,170.6764,OUT035,2004,3435.528,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
752,FDV56,12.792854228644284,0.013529884,Fruits and Vegetables,106.2596,OUT027,1985,1402.1748,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
753,FDY26,20.6,0.030510526,Dairy,211.4244,OUT046,1997,7833.8028,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
754,DRE13,6.28,0.027699863,Soft Drinks,87.9198,OUT035,2004,1221.0772,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
755,FDE51,5.925,0.09646733,Dairy,42.8086,OUT046,1997,669.129,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
756,FDL40,17.7,0.011636708,Frozen Foods,94.541,OUT045,2002,1061.951,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
757,FDD50,18.85,0.141642219,Canned,168.1132,OUT046,1997,2874.9244,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
758,FDC04,12.792854228644284,0.044767801,Dairy,241.8854,OUT027,1985,4592.0226,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
759,FDN15,17.5,0.028009382,Meat,141.718,OUT010,1998,419.454,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
760,FDC46,17.7,0.1164455,Snack Foods,182.8266,OUT013,1987,5163.9448,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
761,FDV56,16.1,0.013584408,Fruits and Vegetables,107.7596,OUT013,1987,323.5788,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
762,FDK43,9.8,0.026950104,Meat,128.402,OUT018,2009,1265.02,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
763,NCR29,7.565,0.054751689,Health and Hygiene,54.793,OUT045,2002,622.523,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
764,FDY03,17.6,0.076121831,Meat,111.7202,OUT046,1997,1125.202,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
765,FDU44,12.15,0.058516562,Fruits and Vegetables,164.1552,OUT049,1999,5198.5664,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
766,FDZ04,9.31,0.037923509,Frozen Foods,61.651,OUT013,1987,379.506,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
767,FDU16,19.25,0.058365706,Frozen Foods,82.1908,OUT049,1999,2432.8332,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
768,FDV07,9.5,0.031346387,Fruits and Vegetables,110.7228,OUT045,2002,1657.842,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
769,NCL19,15.35,0.015663185,Others,143.947,OUT013,1987,3006.087,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
770,FDW01,12.792854228644284,0.063750302,Canned,153.4682,OUT027,1985,2287.023,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
771,FDC10,12.792854228644284,0.07252476,Snack Foods,120.3098,OUT027,1985,1687.1372,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
772,DRC12,17.85,0.038040837,Soft Drinks,189.1188,OUT017,2007,3237.1196,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
773,DRK39,7.02,0.049823902,Dairy,82.225,OUT013,1987,2746.425,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
774,FDG24,12.792854228644284,0.014560297,Baking Goods,81.425,OUT027,1985,1331.6,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
775,FDO04,12.792854228644284,0.026408698,Frozen Foods,53.2614,OUT027,1985,607.8754,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
776,DRB25,12.3,0.069446588,Soft Drinks,106.3938,OUT035,2004,857.5504,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
777,FDK26,5.46,0.03217132,Canned,184.824,OUT035,2004,4287.752,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
778,FDM52,15.1,0.026046138,Frozen Foods,147.2076,OUT045,2002,1773.6912,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
779,FDY07,11.8,0.121848436,Fruits and Vegetables,46.8402,OUT045,2002,597.2226,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
780,NCO06,19.25,0.108470504,Household,33.4558,OUT018,2009,441.4254,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
781,FDO10,13.65,0.0085099589,Snack Foods,55.8588,OUT045,2002,1431.47,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
782,FDK34,13.35,0.038494623,Snack Foods,240.2564,OUT013,1987,2860.2768,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
783,FDS33,12.792854228644284,0.122830885,Snack Foods,86.9514,OUT027,1985,3364.9532,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
784,FDO45,13.15,0.038029746,Snack Foods,88.6856,OUT045,2002,1757.712,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
785,FDF08,14.3,0.065207559,Fruits and Vegetables,89.8856,OUT046,1997,966.7416,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
786,FDH58,12.3,0.037014587,Snack Foods,115.1834,OUT045,2002,1958.1178,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
787,FDS03,7.825,0.133281968,Meat,63.2826,OUT010,1998,129.1652,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
788,DRF03,19.1,0.045299563,Dairy,38.8138,OUT035,2004,365.5242,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
789,FDE02,8.71,0.121149472,Canned,93.7778,OUT013,1987,1783.6782,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
790,NCZ06,19.6,0.094083303,Household,252.2698,OUT013,1987,2790.3678,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
791,FDW49,19.5,0.0861065827,Canned,179.3002,OUT049,1999,2328.3026,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
792,FDR23,15.85,0.0852754171,Breads,174.737,OUT017,2007,2822.992,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
793,NCJ29,12.792854228644284,0.035022503,Health and Hygiene,85.1224,OUT027,1985,2045.3376,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
794,FDY35,17.6,0.016060186,Breads,47.2402,OUT045,2002,505.3422,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
795,FDZ01,12.792854228644284,0.009014978,Canned,102.699,OUT027,1985,3095.97,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
796,FDX19,19.1,0.096733815,Fruits and Vegetables,233.1958,OUT046,1997,5141.3076,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
797,FDG44,6.13,0.102607233,Fruits and Vegetables,54.0298,OUT018,2009,808.947,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
798,FDQ23,6.55,0.024521191,Breads,100.6332,OUT035,2004,2665.8632,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
799,FDY22,16.5,0.160624116,Snack Foods,143.8128,OUT017,2007,2588.6304,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
800,NCN41,17.0,0.052165855,Health and Hygiene,125.073,OUT013,1987,1108.557,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
801,FDA47,10.5,0.113514422,Baking Goods,162.421,OUT045,2002,1304.968,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
802,NCD19,8.93,0.009779828555555556,Household,55.4614,OUT045,2002,331.5684,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
803,FDO36,12.792854228644284,0.07753654,Baking Goods,180.866,OUT027,1985,3235.788,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
804,FDH20,16.1,0.024928351,Fruits and Vegetables,95.141,OUT013,1987,3089.312,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
805,FDN12,12.792854228644284,0.08071118,Baking Goods,113.1544,OUT027,1985,3355.632,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
806,NCJ30,5.82,0.080968973,Household,171.379,OUT018,2009,2037.348,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
807,FDB09,16.25,0.057485328,Fruits and Vegetables,126.2046,OUT049,1999,1867.569,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
808,FDA09,13.35,0.149669322,Snack Foods,180.266,OUT045,2002,898.83,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
809,FDL24,12.792854228644284,0.024776026,Baking Goods,172.3422,OUT027,1985,7759.899,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
810,FDP03,5.15,0.061165512,Meat,125.6388,OUT035,2004,2848.2924,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
811,FDR58,12.792854228644284,0.041718456,Snack Foods,94.5462,OUT027,1985,2868.9322,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
812,FDO13,7.865,0.06100886,Breakfast,166.0526,OUT013,1987,3617.9572,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
813,DRD49,9.895,0.167799329,Soft Drinks,239.4564,OUT035,2004,5243.8408,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
814,NCF42,17.35,0.167351411,Household,176.0712,OUT035,2004,2109.2544,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
815,DRK35,8.365,0.071832909,Hard Drinks,36.1506,OUT035,2004,721.0614,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
816,FDR58,6.675,0.041886576,Snack Foods,92.1462,OUT013,1987,1203.1006,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
817,FDQ15,12.792854228644284,0.150341867,Meat,83.1276,OUT027,1985,1868.2348,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
818,NCP50,17.35,0.020542737,Others,80.5618,OUT013,1987,322.2472,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
819,FDV45,16.75,0.045047439,Snack Foods,186.4556,OUT046,1997,3942.8676,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
820,DRP35,18.85,0.091008572,Hard Drinks,129.6336,OUT049,1999,3195.84,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
821,FDN23,6.575,0.07549348,Breads,143.5444,OUT035,2004,3338.3212,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
822,FDS44,12.65,0.156286566,Fruits and Vegetables,238.9538,OUT049,1999,4086.0146,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
823,NCI54,15.2,0.033735909,Household,110.9912,OUT018,2009,1856.2504,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
824,FDH40,12.792854228644284,0.078547351,Frozen Foods,79.3276,OUT027,1985,1380.8692,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
825,FDF46,7.07,0.093653464,Snack Foods,113.3834,OUT035,2004,1267.0174,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
826,FDA21,13.65,0.036107198,Snack Foods,184.4924,OUT018,2009,5182.5872,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
827,FDI41,12.792854228644284,0.109003832,Frozen Foods,145.2418,OUT019,1985,147.1418,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
828,FDE35,7.06,0.073480266,Starchy Foods,58.8904,OUT010,1998,58.5904,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
829,DRJ24,11.8,0.113234914,Soft Drinks,186.3924,OUT013,1987,5367.6796,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
830,NCK17,12.792854228644284,0.037711338,Health and Hygiene,41.548,OUT027,1985,1358.232,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
831,FDA15,9.3,0.016054884,Dairy,250.2092,OUT045,2002,5976.2208,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
832,FDD36,12.792854228644284,0.021170542,Baking Goods,117.6124,OUT027,1985,2251.7356,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
833,DRD60,12.792854228644284,0.065188619,Soft Drinks,181.1634,OUT019,1985,181.7634,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
834,FDA46,13.6,0.117537563,Snack Foods,195.4136,OUT013,1987,5443.5808,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
835,NCO54,19.5,0.01430324,Household,57.2614,OUT045,2002,1547.3192,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
836,FDL48,19.35,0.137697119,Baking Goods,47.1034,OUT010,1998,145.8102,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
837,NCM19,12.792854228644284,0.047008497,Others,112.0202,OUT027,1985,5063.409,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
838,FDS31,13.1,0.03440078722222222,Fruits and Vegetables,178.9318,OUT049,1999,3067.3406,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
839,FDV12,16.7,0.060863167,Baking Goods,97.6384,OUT035,2004,2857.6136,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
840,FDQ31,5.785,0.0561750521,Fruits and Vegetables,87.1856,OUT035,2004,1406.1696,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
841,FDK55,12.792854228644284,0.045105407,Meat,89.4172,OUT019,1985,178.4344,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
842,DRG15,6.13,0.076855207,Dairy,59.3536,OUT049,1999,1470.0864,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
843,NCR17,9.8,0.024482644,Health and Hygiene,116.2492,OUT018,2009,2896.23,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
844,FDV01,12.792854228644284,0.0801194419,Canned,154.6314,OUT027,1985,6515.5188,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
845,FDT21,7.42,0.020474913,Snack Foods,248.4092,OUT018,2009,996.0368,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
846,FDT10,16.7,0.062044506,Snack Foods,57.4562,OUT046,1997,948.0992,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
847,FDL56,12.792854228644284,0.220225608,Fruits and Vegetables,85.6198,OUT019,1985,87.2198,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
848,FDS49,9.0,0.079794329,Canned,80.1644,OUT017,2007,1178.466,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
849,FDT32,12.792854228644284,0.114916546,Fruits and Vegetables,188.4214,OUT019,1985,565.2642,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
850,NCX42,6.36,0.00597362,Household,164.5526,OUT013,1987,2137.8838,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
851,FDX26,17.7,0.146973462,Dairy,184.1292,OUT010,1998,547.2876,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
852,FDN02,16.5,0.07376631,Canned,208.5638,OUT013,1987,2691.8294,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
853,FDJ40,12.792854228644284,0.049349121,Frozen Foods,108.6912,OUT027,1985,3057.3536,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
854,FDU13,12.792854228644284,0.328390948,Canned,146.0418,OUT019,1985,588.5672,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
855,DRE27,11.85,0.13267058,Dairy,96.4726,OUT046,1997,978.726,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
856,FDS27,10.195,0.012455787,Meat,197.511,OUT035,2004,2356.932,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
857,FDU44,12.792854228644284,0.058142797,Fruits and Vegetables,162.1552,OUT027,1985,3086.6488,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
858,DRM59,12.792854228644284,0.006289291,Hard Drinks,153.2998,OUT019,1985,461.3994,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
859,FDT08,13.65,0.04929502,Fruits and Vegetables,150.505,OUT049,1999,2696.49,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
860,FDL46,20.35,0.054362695,Snack Foods,117.9466,OUT017,2007,1649.8524,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
861,NCV30,20.2,0.110356797,Household,62.051,OUT010,1998,126.502,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
862,FDP51,13.85,0.085274988,Meat,119.6124,OUT046,1997,2014.7108,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
863,FDA51,8.05,0.164542555,Dairy,112.2518,OUT013,1987,1707.777,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
864,FDM46,7.365,0.160292264,Snack Foods,94.712,OUT045,2002,932.12,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
865,FDK02,12.5,0.112859454,Canned,118.344,OUT017,2007,2157.192,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
866,FDJ57,7.42,0.021569566,Seafood,184.8582,OUT035,2004,4643.955,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
867,FDJ45,12.792854228644284,0.073055148,Seafood,33.7216,OUT027,1985,1280.9992,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
868,NCB31,6.235,0.119345629,Household,261.991,OUT017,2007,2366.919,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
869,FDJ03,12.35,0.072334667,Dairy,49.1692,OUT013,1987,886.8456,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
870,FDT50,6.75,0.108148913,Dairy,95.6752,OUT013,1987,958.752,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
871,NCY41,16.75,0.07585337,Health and Hygiene,36.8532,OUT049,1999,1150.5024,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
872,FDJ60,19.35,0.062655235,Baking Goods,163.3184,OUT045,2002,2641.8944,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
873,FDZ35,9.6,0.022278477,Breads,102.499,OUT046,1997,1547.985,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
874,FDS21,19.85,0.020961192,Snack Foods,62.0194,OUT018,2009,619.194,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
875,FDM52,15.1,0.025993423,Frozen Foods,147.4076,OUT046,1997,2808.3444,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
876,FDQ08,12.792854228644284,0.018838681,Fruits and Vegetables,62.9536,OUT027,1985,2266.3832,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
877,FDQ56,6.59,0.105577348,Fruits and Vegetables,85.6908,OUT035,2004,1929.4884,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
878,FDS47,16.75,0.129086113,Breads,89.4856,OUT049,1999,1054.6272,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
879,DRM48,15.2,0.113125627,Soft Drinks,38.6848,OUT045,2002,1155.8288,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
880,FDW46,13.0,0.070699313,Snack Foods,65.7484,OUT017,2007,1174.4712,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
881,FDW27,5.86,0.151467821,Meat,154.1314,OUT018,2009,3412.8908,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
882,NCQ05,11.395,0.03616416,Health and Hygiene,150.1708,OUT010,1998,300.9416,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
883,FDU40,20.85,0.062606583,Frozen Foods,192.2478,OUT010,1998,387.4956,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
884,DRE12,12.792854228644284,0.0704378,Soft Drinks,112.886,OUT027,1985,2942.836,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
885,FDX35,5.035,0.079844043,Breads,226.3036,OUT013,1987,4098.6648,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
886,FDD51,11.15,0.120139206,Dairy,45.0744,OUT049,1999,452.744,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
887,FDY27,6.38,0.032028115,Dairy,178.3344,OUT018,2009,3211.8192,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
888,NCN06,8.39,0.120497266,Household,162.2868,OUT046,1997,2620.5888,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
889,FDR57,5.675,0.023492524,Snack Foods,155.5288,OUT035,2004,1414.1592,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
890,FDL32,15.7,0.122657336,Fruits and Vegetables,110.1544,OUT049,1999,1565.9616,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
891,FDW46,13.0,0.070588037,Snack Foods,65.9484,OUT018,2009,1043.9744,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
892,NCO17,12.792854228644284,0.073024401,Health and Hygiene,121.844,OUT027,1985,3115.944,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
893,FDR19,13.5,0.159587755,Fruits and Vegetables,145.3102,OUT013,1987,729.051,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
894,FDJ33,8.895,0.088821765,Snack Foods,125.173,OUT017,2007,2956.152,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
895,FDB15,10.895,0.136810742,Dairy,263.0568,OUT046,1997,527.3136,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
896,FDA52,16.2,0.128682722,Frozen Foods,178.437,OUT045,2002,1058.622,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
897,FDZ08,12.792854228644284,0.109459733,Fruits and Vegetables,84.1592,OUT027,1985,1320.9472,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
898,FDR27,15.1,0.096644015,Meat,131.9942,OUT017,2007,3047.3666,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
899,NCK42,7.475,0.013120028,Household,217.6192,OUT046,1997,1725.7536,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
900,FDZ12,12.792854228644284,0.0996963049,Baking Goods,144.847,OUT019,1985,143.147,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
901,FDM60,10.8,0.048339408,Baking Goods,41.5138,OUT018,2009,446.7518,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
902,NCI31,20.0,0.08165845,Others,35.019,OUT018,2009,585.904,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
903,FDX39,14.3,0.04975339,Meat,210.3586,OUT049,1999,6331.758,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
904,NCV05,10.1,0.030379382,Health and Hygiene,153.4656,OUT017,2007,1853.5872,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
905,FDX16,17.85,0.065810045,Frozen Foods,149.105,OUT046,1997,2247.075,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
906,DRK12,9.5,0.037266949555555554,Soft Drinks,32.89,OUT010,1998,33.29,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
907,NCA05,20.75,0.025272781,Health and Hygiene,146.6734,OUT017,2007,445.4202,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
908,DRG51,12.1,0.019314961,Dairy,164.6526,OUT010,1998,657.8104,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
909,NCR30,20.6,0.071282168,Household,74.4696,OUT018,2009,223.7088,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
910,NCE31,7.67,0.184843579,Household,33.1216,OUT046,1997,727.0536,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
911,FDM56,12.792854228644284,0.122896411,Fruits and Vegetables,111.1912,OUT019,1985,218.3824,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
912,FDP24,20.6,0.082935004,Baking Goods,119.5756,OUT013,1987,2665.8632,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
913,DRM37,15.35,0.161350176,Soft Drinks,196.6768,OUT010,1998,591.2304,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
914,FDN56,5.46,0.106968096,Fruits and Vegetables,142.6786,OUT013,1987,2311.6576,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
915,DRE60,9.395,0.159582185,Soft Drinks,224.772,OUT049,1999,7017.532,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
916,FDW49,12.792854228644284,0.14453827,Canned,180.6002,OUT019,1985,895.501,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
917,FDM20,10.0,0.038685802,Fruits and Vegetables,243.8144,OUT046,1997,4655.2736,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
918,FDK15,12.792854228644284,0.172309903,Meat,98.2042,OUT019,1985,198.4084,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
919,FDK48,7.445,0.037690731,Baking Goods,73.3354,OUT049,1999,451.4124,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
920,FDO49,12.792854228644284,0.05787008,Breakfast,49.7008,OUT019,1985,50.6008,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
921,FDC09,15.5,0.026409147,Fruits and Vegetables,102.1332,OUT018,2009,615.1992,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
922,NCZ41,19.85,0.064367627,Health and Hygiene,126.1704,OUT013,1987,876.1928,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
923,FDP19,11.5,0.173516063,Fruits and Vegetables,128.1652,OUT046,1997,2454.1388,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
924,FDQ24,12.792854228644284,0.12898088,Baking Goods,250.4724,OUT019,1985,251.6724,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
925,DRL11,10.5,0.048115543,Hard Drinks,159.0946,OUT045,2002,4102.6596,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
926,FDO36,19.7,0.077899109,Baking Goods,177.766,OUT035,2004,2696.49,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
927,FDN52,12.792854228644284,0.13093275,Frozen Foods,86.9198,OUT027,1985,1569.9564,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
928,FDF21,10.3,0.098464979,Fruits and Vegetables,188.653,OUT010,1998,189.753,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
929,FDU40,20.85,0.037372847,Frozen Foods,192.7478,OUT013,1987,3099.9648,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
930,FDS51,13.35,0.032230526,Meat,61.4194,OUT049,1999,743.0328,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
931,FDE45,12.1,0.040357315,Fruits and Vegetables,177.8002,OUT046,1997,1611.9018,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
932,FDX50,20.1,0.07461309,Dairy,108.7228,OUT035,2004,1215.7508,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
933,NCN14,12.792854228644284,0.160936178,Others,184.2608,OUT019,1985,367.5216,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
